algorithm,scenario_id,interference_seed,interference_activity_ids,interference_rate,makespan,budget_used,budget_limit,deadline_limit,budget_violation,deadline_violation,feasible,interference_time,interference_pairs,algorithm_milliseconds,machine_distribution,machine_utilization,recommendations_json,interference_percent,algorithm_label
heft_colocation,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.1,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,1.208,2,0.258,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036022,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}",[],10.0,HEFT com co-location
prism_cc_cost,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.1,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,1.208,2,10.187,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036022,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""c04d08d3be9e3a25"",""weighted_score"":0.00776,""diversity_score"":0}]",10.0,PRISM-Cost
prism_cc_time,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.1,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,1.208,2,10.187,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036022,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""c04d08d3be9e3a25"",""weighted_score"":1,""diversity_score"":0}]",10.0,PRISM-Time
heft_colocation,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.2,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,2.417,2,0.257,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036901,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}",[],20.0,HEFT com co-location
prism_cc_cost,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.2,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,2.417,2,9.432,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036901,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""40d9b18751e8c6c4"",""weighted_score"":0.00776,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""8d3d1b37fd55366b"",""weighted_score"":0.00776,""diversity_score"":0}]",20.0,PRISM-Cost
prism_cc_time,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.2,42.978,0.00776,0.009311,51.5736,0.0,0.0,True,2.417,2,9.432,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036901,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""40d9b18751e8c6c4"",""weighted_score"":1,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.00776,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""8d3d1b37fd55366b"",""weighted_score"":1,""diversity_score"":0}]",20.0,PRISM-Time
heft_colocation,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.3,42.978,0.007759,0.009311,51.5736,0.0,0.0,True,2.001,1,0.324,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036599,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}",[],30.0,HEFT com co-location
prism_cc_cost,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.3,42.978,0.007759,0.009311,51.5736,0.0,0.0,True,2.001,1,10.061,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036599,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.007759,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""e6391eb85b87d767"",""weighted_score"":0.007759,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.007759,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""9ad898e816214459"",""weighted_score"":0.007759,""diversity_score"":0}]",30.0,PRISM-Cost
prism_cc_time,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.3,42.978,0.007759,0.009311,51.5736,0.0,0.0,True,2.001,1,10.061,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.036599,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.007759,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""e6391eb85b87d767"",""weighted_score"":1,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.007759,""budget_violation"":0,""makespan"":42.978,""deadline_violation"":0,""machine_signature"":""9ad898e816214459"",""weighted_score"":1,""diversity_score"":0}]",30.0,PRISM-Time
heft_colocation,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.4,42.978,0.007761,0.009311,51.5736,0.0,0.0,True,2.667,2,0.293,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.037083,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}",[],40.0,HEFT com co-location
