scenario_id,algorithm,recommendation,makespan_mean,makespan_p95,cost_mean,cost_p95,makespan_cv_percent,strict_feasibility_percent,budget_limit,deadline_limit,cost_sla_percent,makespan_sla_percent,required_deadline_margin_percent,required_budget_margin_percent,robust_feasible,pareto,frontier_order,extra_cost_from_previous,time_saved_from_previous,seconds_saved_per_extra_dollar
network_hpc_multisite,prism_cc_cost,HPC multi-site 500 Mbps WAN · PRISM-CC - Cost,119.026,119.026,0.0,0.0,,100.0,0.0,142.872,0.0,83.30953580827594,0,0,True,True,1,,,
network_cloud_multiregion,prism_cc_time,Cloud multi-região · PRISM-CC - Time,142.66,142.66,0.218495,0.218495,,100.0,0.262343,171.2604,83.28600343824688,83.30005068305341,0,0,True,True,2,83.28600343824688,0.009485125222525426,0.00011388618532474371
