algorithm,scenario_id,interference_seed,interference_activity_ids,interference_rate,makespan,budget_used,budget_limit,deadline_limit,budget_violation,deadline_violation,feasible,interference_time,interference_pairs,algorithm_milliseconds,machine_distribution,machine_utilization,recommendations_json
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.000000,37.424000,0.343076,0.411691,44.908800,0.000000,0.000000,true,0.001000,0,0.412000,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[]
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.000000,44.664000,0.061085,0.411691,44.908800,0.000000,0.000000,true,0.000000,2,48.634000,"{""h3-standard-88-1"":8}","{""h3-standard-88-1"":0.007378,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""e1d722fff2e70a1c"",""weighted_score"":0.061085,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.083558,""budget_violation"":0,""makespan"":38.301,""deadline_violation"":0,""machine_signature"":""eee2c84230bc95a9"",""weighted_score"":0.083558,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]"
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.000000,37.424000,0.343076,0.411691,44.908800,0.000000,0.000000,true,0.001000,0,48.634000,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.837901,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.083558,""budget_violation"":0,""makespan"":38.301,""deadline_violation"":0,""machine_signature"":""eee2c84230bc95a9"",""weighted_score"":0.857536,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""e1d722fff2e70a1c"",""weighted_score"":1,""diversity_score"":0}]"
heft_colocation,real_network_stress_cloud_homo,1,t0|t1|t5|t7,0.000000,57.602000,0.427732,0.513278,69.122400,0.000000,0.000000,true,0.001000,0,0.610000,"{""h4d-standard-192-1"":4,""h4d-standard-192-2"":2,""h4d-standard-192-3"":2}","{""h4d-standard-192-1"":0.000725,""h4d-standard-192-2"":0.000334,""h4d-standard-192-3"":0.000276,""h4d-standard-192-4"":0}",[]
prism_cc_cost,real_network_stress_cloud_homo,1,t0|t1|t5|t7,0.000000,37.512000,0.081835,0.513278,69.122400,0.000000,0.000000,true,0.001000,2,39.062000,"{""h4d-standard-192-2"":8}","{""h4d-standard-192-1"":0,""h4d-standard-192-2"":0.002051,""h4d-standard-192-3"":0,""h4d-standard-192-4"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.081835,""budget_violation"":0,""makespan"":37.512,""deadline_violation"":0,""machine_signature"":""3bdd3a6cd12847c5"",""weighted_score"":0.081835,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.427732,""budget_violation"":0,""makespan"":57.602,""deadline_violation"":0,""machine_signature"":""5d91679df128c5c0"",""weighted_score"":0.427732,""diversity_score"":2.5}]"
prism_cc_time,real_network_stress_cloud_homo,1,t0|t1|t5|t7,0.000000,37.512000,0.081835,0.513278,69.122400,0.000000,0.000000,true,0.001000,2,39.062000,"{""h4d-standard-192-2"":8}","{""h4d-standard-192-1"":0,""h4d-standard-192-2"":0.002051,""h4d-standard-192-3"":0,""h4d-standard-192-4"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.081835,""budget_violation"":0,""makespan"":37.512,""deadline_violation"":0,""machine_signature"":""3bdd3a6cd12847c5"",""weighted_score"":0.651227,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.427732,""budget_violation"":0,""makespan"":57.602,""deadline_violation"":0,""machine_signature"":""5d91679df128c5c0"",""weighted_score"":1,""diversity_score"":2.5}]"
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,0.168000,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[]
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,33.905000,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]"
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,33.905000,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]"
heft_colocation,real_network_stress_cluster_homo,1,t0|t1|t5|t7,0.000000,126.663000,0.000000,0.000000,151.995600,0.000000,0.000000,true,0.001000,0,0.183000,"{""bora001"":4,""bora002"":2,""bora003"":2}","{""bora001"":0.009743,""bora002"":0.004485,""bora003"":0.003712,""bora004"":0}",[]
prism_cc_cost,real_network_stress_cluster_homo,1,t0|t1|t5|t7,0.000000,126.101000,0.000000,0.000000,151.995600,0.000000,0.000000,true,0.001000,0,26.928000,"{""bora001"":3,""bora002"":3,""bora003"":2}","{""bora001"":0.006059,""bora002"":0.008233,""bora003"":0.003728,""bora004"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":126.101,""deadline_violation"":0,""machine_signature"":""03cb8d02ee7b1ea9"",""weighted_score"":0,""diversity_score"":2.625},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":126.663,""deadline_violation"":0,""machine_signature"":""1599508e9a949dae"",""weighted_score"":0,""diversity_score"":2.5}]"
prism_cc_time,real_network_stress_cluster_homo,1,t0|t1|t5|t7,0.000000,126.101000,0.000000,0.000000,151.995600,0.000000,0.000000,true,0.001000,0,26.928000,"{""bora001"":3,""bora002"":3,""bora003"":2}","{""bora001"":0.006059,""bora002"":0.008233,""bora003"":0.003728,""bora004"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":126.101,""deadline_violation"":0,""machine_signature"":""03cb8d02ee7b1ea9"",""weighted_score"":0.995563,""diversity_score"":2.625},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":126.663,""deadline_violation"":0,""machine_signature"":""1599508e9a949dae"",""weighted_score"":1,""diversity_score"":2.5}]"
heft_colocation,real_network_stress_hybrid_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,2,0.222000,"{""bora011"":8}","{""bora011"":0.037044,""diablo03"":0,""h3-standard-88-2"":0,""h4d-standard-192-7"":0}",[]
prism_cc_cost,real_network_stress_hybrid_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,2,32.027000,"{""bora011"":8}","{""bora011"":0.037044,""diablo03"":0,""h3-standard-88-2"":0,""h4d-standard-192-7"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""934b6f0374d414ac"",""weighted_score"":0,""diversity_score"":0}]"
prism_cc_time,real_network_stress_hybrid_hetero,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,2,32.027000,"{""bora011"":8}","{""bora011"":0.037044,""diablo03"":0,""h3-standard-88-2"":0,""h4d-standard-192-7"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""934b6f0374d414ac"",""weighted_score"":1,""diversity_score"":0}]"
heft_colocation,real_network_stress_hybrid_homo,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,0.238000,"{""bora009"":6,""bora010"":2}","{""bora009"":0.027783,""bora010"":0.009261,""h4d-standard-192-5"":0,""h4d-standard-192-6"":0}",[]
prism_cc_cost,real_network_stress_hybrid_homo,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,35.861000,"{""bora009"":6,""bora010"":2}","{""bora009"":0.027783,""bora010"":0.009261,""h4d-standard-192-5"":0,""h4d-standard-192-6"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""6d6a17de658dd8b1"",""weighted_score"":0,""diversity_score"":1.25}]"
prism_cc_time,real_network_stress_hybrid_homo,1,t0|t1|t5|t7,0.000000,61.343000,0.000000,0.000000,73.611600,0.000000,0.000000,true,0.001000,0,35.861000,"{""bora009"":6,""bora010"":2}","{""bora009"":0.027783,""bora010"":0.009261,""h4d-standard-192-5"":0,""h4d-standard-192-6"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""6d6a17de658dd8b1"",""weighted_score"":1,""diversity_score"":1.25}]"
heft_colocation,real_network_stress_hybrid_raspberry_500mbps,1,t0|t1|t5|t7,0.000000,42.978000,0.007759,0.009311,51.573600,0.000000,0.000000,true,0.001000,2,0.260000,"{""hpc-node-02"":8}","{""cloud-node-01"":0,""cloud-node-02"":0,""hpc-node-01"":0,""hpc-node-02"":0.035144,""rpi-edge-01"":0,""rpi-edge-02"":0,""rpi-edge-03"":0,""rpi-edge-04"":0,""rpi-edge-05"":0,""rpi-edge-06"":0,""rpi-edge-07"":0,""rpi-edge-08"":0,""rpi-edge-09"":0,""rpi-edge-10"":0}",[]
