scenario_id,extra_time_mean,extra_time_ci95,saved_cost_mean,saved_cost_ci95,extra_time_cv,seconds_per_dollar
network_hpc_local,0.0,0.0,0.0,0.0,0.0,
network_hpc_multisite,0.0,0.0,0.0,0.0,0.0,
network_cloud_multiregion,0.815999999999999,0.0,0.007579000000000001,0.0,0.0,107.66591898667356
network_hpc_cloud,0.0,0.0,0.0,0.0,0.0,
network_edge_cloud,0.1039999999999992,0.0,0.0006489999999999968,0.0,0.0,160.24653312788863
network_fog_hpc_cloud,0.0,0.0,0.0,0.0,0.0,
network_wfcommons_overlay,3.1030000000000015,0.0,0.025587,0.0,0.0,121.27252120217304
