scenario_id,algorithm,runs,makespan_mean,makespan_median,makespan_stddev,makespan_ci95,budget_used_mean,budget_used_median,budget_used_stddev,budget_used_ci95
network_cloud_multiregion,heft_classic,1,13.096,13.096,0,0.0,0.021059,0.021059,0,0.0
network_cloud_multiregion,prism_cc_cost,1,13.796,13.796,0,0.0,0.013831,0.013831,0,0.0
network_cloud_multiregion,prism_cc_time,1,13.094,13.094,0,0.0,0.021055,0.021055,0,0.0
network_edge_cloud,heft_classic,1,12.875,12.875,0,0.0,0.020401,0.020401,0,0.0
network_edge_cloud,prism_cc_cost,1,12.875,12.875,0,0.0,0.020401,0.020401,0,0.0
network_edge_cloud,prism_cc_time,1,12.875,12.875,0,0.0,0.020401,0.020401,0,0.0
network_fog_hpc_cloud,heft_classic,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_fog_hpc_cloud,prism_cc_cost,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_fog_hpc_cloud,prism_cc_time,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_hpc_cloud,heft_classic,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_hpc_cloud,prism_cc_cost,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_hpc_cloud,prism_cc_time,1,1.206,1.206,0,0.0,0.0,0.0,0,0.0
network_hpc_local,heft_classic,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_hpc_local,prism_cc_cost,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_hpc_local,prism_cc_time,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_hpc_multisite,heft_classic,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_hpc_multisite,prism_cc_cost,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_hpc_multisite,prism_cc_time,1,0.939,0.939,0,0.0,0.0,0.0,0,0.0
network_wfcommons_overlay,heft_classic,1,3.355,3.355,0,0.0,0.0,0.0,0,0.0
network_wfcommons_overlay,prism_cc_cost,1,3.355,3.355,0,0.0,0.0,0.0,0,0.0
network_wfcommons_overlay,prism_cc_time,1,3.355,3.355,0,0.0,0.0,0.0,0,0.0
