scenario_id,extra_time_mean,extra_time_ci95,saved_cost_mean,saved_cost_ci95,extra_time_cv,seconds_per_dollar
network_hpc_local,0.0,0.0,0.0,0.0,0.0,
network_hpc_multisite,0.0,0.0,0.0,0.0,0.0,
network_cloud_multiregion,0.14699999999999136,0.0,0.006248999999999977,0.0,0.0,23.523763802207057
network_hpc_cloud,0.0,0.0,0.0,0.0,0.0,
network_edge_cloud,0.0,0.0,0.0,0.0,0.0,
network_fog_hpc_cloud,3.019999999999996,0.0,-0.004925999999999986,0.0,0.0,
network_wfcommons_overlay,0.0,0.0,0.0,0.0,0.0,
