algorithm,scenario_id,interference_seed,interference_activity_ids,interference_rate,makespan,budget_used,budget_limit,deadline_limit,budget_violation,deadline_violation,feasible,interference_time,interference_pairs,algorithm_milliseconds,machine_distribution,machine_utilization,recommendations_json,interference_percent,algorithm_label
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.1,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.25,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],10.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.1,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,5.55,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",10.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.1,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,5.55,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",10.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.2,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.2,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],20.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.2,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.023,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",20.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.2,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.023,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",20.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.3,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.226,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],30.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.3,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,5.309,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",30.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.3,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,5.309,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",30.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.4,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.162,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],40.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.4,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.809,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",40.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.4,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.809,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",40.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.5,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.167,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],50.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.5,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,3.271,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",50.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.5,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,3.271,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",50.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.6,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.198,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],60.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.6,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,3.977,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",60.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.6,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,3.977,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",60.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.7,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.191,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],70.0,HEFT com co-location
prism_cc_cost,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.7,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.195,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":0,""diversity_score"":1.25}]",70.0,PRISM-Cost
prism_cc_time,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.7,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,4.195,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":61.343,""deadline_violation"":0,""machine_signature"":""093a2f2e6c35103e"",""weighted_score"":1,""diversity_score"":1.25}]",70.0,PRISM-Time
heft_colocation,real_network_stress_cluster_hetero,1,t0|t1|t5|t7,0.8,61.343,0.0,0.0,73.6116,0.0,0.0,True,0.001,0,0.185,"{""bora005"":6,""bora006"":2}","{""bora005"":0.027783,""bora006"":0.009261,""diablo01"":0,""diablo02"":0}",[],80.0,HEFT com co-location
