algorithm,scenario_id,interference_seed,interference_activity_ids,interference_rate,makespan,budget_used,budget_limit,deadline_limit,budget_violation,deadline_violation,feasible,interference_time,interference_pairs,algorithm_milliseconds,machine_distribution,machine_utilization,recommendations_json
heft_colocation,network_cloud_multiregion,1,t0|t1|t5|t7,0.000000,38.250000,0.023375,0.028050,45.900000,0.000000,0.000000,true,0.001000,3,0.137000,"{""cloud-a-02"":8}","{""cloud-a-01"":0,""cloud-a-02"":0.039489,""cloud-b-01"":0,""cloud-b-02"":0}",[]
prism_cc_cost,network_cloud_multiregion,1,t0|t1|t5|t7,0.000000,43.500000,0.019334,0.028050,45.900000,0.000000,0.000000,true,0.000000,3,316.470000,"{""cloud-b-02"":8}","{""cloud-a-01"":0,""cloud-a-02"":0,""cloud-b-01"":0,""cloud-b-02"":0.041667}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""e10807914e204bb4"",""weighted_score"":0.019334,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""d04a92a03ce40d78"",""weighted_score"":0.019334,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""718f8ac0d5c08ea8"",""weighted_score"":0.019334,""diversity_score"":0},{""rank"":4,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""02bb18cb37452d0b"",""weighted_score"":0.019334,""diversity_score"":0},{""rank"":5,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""289746af18aecb02"",""weighted_score"":0.019334,""diversity_score"":0},{""rank"":6,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""b30933acaf47e7a2"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":7,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""fb4436864946b86f"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":8,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""8931c6025d06ea7b"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":9,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""2c04b8e8cf28ef15"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":10,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""c95866ec5a7eef81"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":11,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""6ecda3abcd848afd"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":12,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""78858374aa68df7a"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":13,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""6ae1ec4d51f78eec"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":14,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""a404dc0dad62ff8c"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":15,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""507941efeea97124"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":16,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""534b960bb0b0da43"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":17,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""41d69d15d1fb96b8"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":18,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""d695c423ba9dfebc"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":19,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""f30a2dd0871fcdd2"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":20,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""1e32eef3151a2a66"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":21,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""1970ad08e1b5186f"",""weighted_score"":0.023375,""diversity_score"":0},{""rank"":22,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""c7a5a3097f6f8e24"",""weighted_score"":0.023375,""diversity_score"":0}]"
prism_cc_time,network_cloud_multiregion,1,t0|t1|t5|t7,0.000000,38.250000,0.023375,0.028050,45.900000,0.000000,0.000000,true,0.001000,3,316.470000,"{""cloud-a-02"":8}","{""cloud-a-01"":0,""cloud-a-02"":0.039489,""cloud-b-01"":0,""cloud-b-02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""b30933acaf47e7a2"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""fb4436864946b86f"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""8931c6025d06ea7b"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":4,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""2c04b8e8cf28ef15"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":5,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""c95866ec5a7eef81"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":6,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""6ecda3abcd848afd"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":7,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""78858374aa68df7a"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":8,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""6ae1ec4d51f78eec"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":9,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""a404dc0dad62ff8c"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":10,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""507941efeea97124"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":11,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""534b960bb0b0da43"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":12,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""41d69d15d1fb96b8"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":13,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""d695c423ba9dfebc"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":14,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""f30a2dd0871fcdd2"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":15,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""1e32eef3151a2a66"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":16,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""1970ad08e1b5186f"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":17,""recommended"":false,""feasible"":true,""budget_used"":0.023375,""budget_violation"":0,""makespan"":38.25,""deadline_violation"":0,""machine_signature"":""c7a5a3097f6f8e24"",""weighted_score"":0.87931,""diversity_score"":0},{""rank"":18,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""e10807914e204bb4"",""weighted_score"":1,""diversity_score"":0},{""rank"":19,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""d04a92a03ce40d78"",""weighted_score"":1,""diversity_score"":0},{""rank"":20,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""718f8ac0d5c08ea8"",""weighted_score"":1,""diversity_score"":0},{""rank"":21,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""02bb18cb37452d0b"",""weighted_score"":1,""diversity_score"":0},{""rank"":22,""recommended"":false,""feasible"":true,""budget_used"":0.019334,""budget_violation"":0,""makespan"":43.5,""deadline_violation"":0,""machine_signature"":""289746af18aecb02"",""weighted_score"":1,""diversity_score"":0}]"
heft_colocation,network_edge_cloud,1,t0|t1|t5|t7,0.000000,31.688000,0.039609,0.047531,38.025600,0.000000,0.000000,true,0.001000,3,0.134000,"{""cloud-edge-02"":8}","{""cloud-edge-01"":0,""cloud-edge-02"":0.017875,""edge-data-01"":0,""edge-data-02"":0}",[]
prism_cc_cost,network_edge_cloud,1,t0|t1|t5|t7,0.000000,31.688000,0.039609,0.047531,38.025600,0.000000,0.000000,true,0.001000,3,311.934000,"{""cloud-edge-02"":8}","{""cloud-edge-01"":0,""cloud-edge-02"":0.017875,""edge-data-01"":0,""edge-data-02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""ca018d01d8fc7498"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""8cbb576785d299ff"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""cba467b599da186b"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":4,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""d03174508f8aec37"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":5,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""0330365e1c06e9ee"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":6,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""1dd6fd3bfbeb07b6"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":7,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""627e888be1402ef2"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":8,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""e5e5f33dd1b08e01"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":9,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""dea4521687debf48"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":10,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""7b717f55c50eb0ab"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":11,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""e209a0121f068b5c"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":12,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""467619f8eac214bf"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":13,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""3c169ae4ccce9105"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":14,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""07d998e79cc8806a"",""weighted_score"":0.039609,""diversity_score"":0},{""rank"":15,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""7fbc38a84ea2e729"",""weighted_score"":0.039609,""diversity_score"":0}]"
prism_cc_time,network_edge_cloud,1,t0|t1|t5|t7,0.000000,31.688000,0.039609,0.047531,38.025600,0.000000,0.000000,true,0.001000,3,311.934000,"{""cloud-edge-02"":8}","{""cloud-edge-01"":0,""cloud-edge-02"":0.017875,""edge-data-01"":0,""edge-data-02"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""ca018d01d8fc7498"",""weighted_score"":1,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""8cbb576785d299ff"",""weighted_score"":1,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""cba467b599da186b"",""weighted_score"":1,""diversity_score"":0},{""rank"":4,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""d03174508f8aec37"",""weighted_score"":1,""diversity_score"":0},{""rank"":5,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""0330365e1c06e9ee"",""weighted_score"":1,""diversity_score"":0},{""rank"":6,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""1dd6fd3bfbeb07b6"",""weighted_score"":1,""diversity_score"":0},{""rank"":7,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""627e888be1402ef2"",""weighted_score"":1,""diversity_score"":0},{""rank"":8,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""e5e5f33dd1b08e01"",""weighted_score"":1,""diversity_score"":0},{""rank"":9,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""dea4521687debf48"",""weighted_score"":1,""diversity_score"":0},{""rank"":10,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""7b717f55c50eb0ab"",""weighted_score"":1,""diversity_score"":0},{""rank"":11,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""e209a0121f068b5c"",""weighted_score"":1,""diversity_score"":0},{""rank"":12,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""467619f8eac214bf"",""weighted_score"":1,""diversity_score"":0},{""rank"":13,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""3c169ae4ccce9105"",""weighted_score"":1,""diversity_score"":0},{""rank"":14,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""07d998e79cc8806a"",""weighted_score"":1,""diversity_score"":0},{""rank"":15,""recommended"":false,""feasible"":true,""budget_used"":0.039609,""budget_violation"":0,""makespan"":31.688,""deadline_violation"":0,""machine_signature"":""7fbc38a84ea2e729"",""weighted_score"":1,""diversity_score"":0}]"
heft_colocation,network_fog_hpc_cloud,1,t0|t1|t5|t7,0.000000,26.250000,0.000000,0.000000,31.500000,0.000000,0.000000,true,0.001000,3,0.315000,"{""hpc-fog-02"":8}","{""cloud-fog-01"":0,""cloud-fog-02"":0,""edge-fog-01"":0,""edge-fog-02"":0,""edge-fog-03"":0,""edge-fog-04"":0,""edge-fog-05"":0,""edge-fog-06"":0,""edge-fog-07"":0,""edge-fog-08"":0,""edge-fog-09"":0,""edge-fog-10"":0,""hpc-fog-01"":0,""hpc-fog-02"":0.03836}",[]
prism_cc_cost,network_fog_hpc_cloud,1,t0|t1|t5|t7,0.000000,26.250000,0.000000,0.000000,31.500000,0.000000,0.000000,true,0.001000,3,640.525000,"{""hpc-fog-02"":8}","{""cloud-fog-01"":0,""cloud-fog-02"":0,""edge-fog-01"":0,""edge-fog-02"":0,""edge-fog-03"":0,""edge-fog-04"":0,""edge-fog-05"":0,""edge-fog-06"":0,""edge-fog-07"":0,""edge-fog-08"":0,""edge-fog-09"":0,""edge-fog-10"":0,""hpc-fog-01"":0,""hpc-fog-02"":0.03836}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""8f9e60d9c490b34f"",""weighted_score"":0,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""30c43a522f67f84e"",""weighted_score"":0,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""fadf82e870864167"",""weighted_score"":0,""diversity_score"":0},{""rank"":4,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""1ec661e96424cc81"",""weighted_score"":0,""diversity_score"":0},{""rank"":5,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""8e47131ee75893d4"",""weighted_score"":0,""diversity_score"":0},{""rank"":6,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""99e84145ad447e4c"",""weighted_score"":0,""diversity_score"":0},{""rank"":7,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""4469dca0b4a88fb9"",""weighted_score"":0,""diversity_score"":1.125},{""rank"":8,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""7000307d311bdd5a"",""weighted_score"":0,""diversity_score"":0},{""rank"":9,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""ceedddea956a831b"",""weighted_score"":0,""diversity_score"":0},{""rank"":10,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""c66a62bf1ce88bc9"",""weighted_score"":0,""diversity_score"":0},{""rank"":11,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""32d156eec1906442"",""weighted_score"":0,""diversity_score"":1.375},{""rank"":12,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""f74a17232f4fa697"",""weighted_score"":0,""diversity_score"":1.25},{""rank"":13,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""7af5de00d5e94e54"",""weighted_score"":0,""diversity_score"":1.25},{""rank"":14,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""b5a95946352975f6"",""weighted_score"":0,""diversity_score"":1.25},{""rank"":15,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""93b1ed8538c8ff7c"",""weighted_score"":0,""diversity_score"":1.125},{""rank"":16,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""2b4aa2c94429d721"",""weighted_score"":0,""diversity_score"":1.125},{""rank"":17,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""8b3dba30d3d14f2e"",""weighted_score"":0,""diversity_score"":0},{""rank"":18,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""c7c27b3fcef39132"",""weighted_score"":0,""diversity_score"":0},{""rank"":19,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""8eaf722865ba654c"",""weighted_score"":0,""diversity_score"":0},{""rank"":20,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""a293b4d3d07db45e"",""weighted_score"":0,""diversity_score"":0},{""rank"":21,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""a54600b1f9d01f2d"",""weighted_score"":0,""diversity_score"":1.375},{""rank"":22,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""7c6ac974c7224ed2"",""weighted_score"":0,""diversity_score"":0},{""rank"":23,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""3a8c38c9007a20d1"",""weighted_score"":0,""diversity_score"":1.25},{""rank"":24,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""bb9ab955a45a4497"",""weighted_score"":0,""diversity_score"":1.125},{""rank"":25,""recommended"":false,""feasible"":true,""budget_used"":0,""budget_violation"":0,""makespan"":26.25,""deadline_violation"":0,""machine_signature"":""ca47c57f7632d6fd"",""weighted_score"":0,""diversity_score"":0}]"
