scenario_id,algorithm,runs,makespan_mean,makespan_median,makespan_stddev,makespan_ci95,budget_used_mean,budget_used_median,budget_used_stddev,budget_used_ci95
cloud_hetero,heft_classic,30,173.55803333333333,173.731,5.576741011486492,1.9956111415788145,8.7898269,8.813759000000001,0.12947924900535082,0.0463335542005852
cloud_hetero,prism_cc_cost,30,173.55803333333333,173.731,5.576741011486492,1.9956111415788145,8.7898269,8.813759000000001,0.12947924900535082,0.0463335542005852
cloud_hetero,prism_cc_time,30,173.52983333333336,173.7025,5.5581788203377,1.9889687467836559,8.7873306,8.8190565,0.12739474595770264,0.045587624364866894
cloud_homo,heft_classic,30,140.91109999999998,140.709,4.100960723016515,1.467509947686709,9.270648233333334,9.247944,0.0944437531552358,0.033796263025467274
cloud_homo,prism_cc_cost,30,140.91109999999998,140.709,4.100960723016515,1.467509947686709,9.270648233333334,9.247944,0.0944437531552358,0.033796263025467274
cloud_homo,prism_cc_time,30,140.73160000000001,140.5445,4.196831486268889,1.5018168597172366,9.2601133,9.2337305,0.09584325615840078,0.034297068743365335
cluster_hetero,heft_classic,30,662.2101666666665,656.267,29.903386911257517,10.700789577305645,0.0,0.0,0.0,0.0
cluster_hetero,prism_cc_cost,30,662.2101666666665,656.267,29.903386911257517,10.700789577305645,0.0,0.0,0.0,0.0
cluster_hetero,prism_cc_time,30,662.2101666666665,656.267,29.903386911257517,10.700789577305645,0.0,0.0,0.0,0.0
cluster_homo,heft_classic,30,668.1776666666667,667.381,27.182096201085333,9.72698820307848,0.0,0.0,0.0,0.0
cluster_homo,prism_cc_cost,30,668.1776666666667,667.381,27.182096201085333,9.72698820307848,0.0,0.0,0.0,0.0
cluster_homo,prism_cc_time,30,668.1776666666667,667.381,27.182096201085333,9.72698820307848,0.0,0.0,0.0,0.0
hybrid_hetero,heft_classic,30,249.36880000000005,248.923,9.616916734372932,3.4413694563224486,3.5142578666666666,3.5083655,0.13784282721617083,0.04932642222630142
hybrid_hetero,prism_cc_cost,30,249.36880000000005,248.923,9.616916734372932,3.4413694563224486,3.5142578666666666,3.5083655,0.13784282721617083,0.04932642222630142
hybrid_hetero,prism_cc_time,30,249.36046666666667,248.92000000000002,9.620704514790981,3.4427248961373054,3.5137388,3.5089875,0.13836944149715458,0.04951486872655687
hybrid_homo,heft_classic,30,205.68436666666668,205.5215,7.4087793423531085,2.651197638664924,5.1762221,5.196873,0.11321814101421106,0.040514591438159026
hybrid_homo,prism_cc_cost,30,205.68436666666668,205.5215,7.4087793423531085,2.651197638664924,5.1762221,5.196873,0.11321814101421106,0.040514591438159026
hybrid_homo,prism_cc_time,30,205.66246666666666,205.517,7.408642970967381,2.6511488387912716,5.176536866666667,5.196873,0.1127926166536082,0.04036231950132652
hybrid_raspberry_500mbps,heft_classic,30,479.48740000000004,480.1975,16.268664800351836,5.8216669318734136,29.3301775,29.324444,0.2637627506808751,0.09438628813998393
hybrid_raspberry_500mbps,prism_cc_cost,30,479.48740000000004,480.1975,16.268664800351836,5.8216669318734136,29.3301775,29.324444,0.2637627506808751,0.09438628813998393
hybrid_raspberry_500mbps,prism_cc_time,30,477.8092666666667,477.30899999999997,16.288672101279115,5.8288264525614215,29.145257833333332,29.183519,0.2389950450121313,0.08552327849293648
