scenario_id,algorithm,runs,makespan_mean,makespan_median,makespan_stddev,makespan_ci95,budget_used_mean,budget_used_median,budget_used_stddev,budget_used_ci95
cloud_hetero,heft_classic,30,172.43643333333333,172.64749999999998,5.564822627426019,1.9913462026168463,9.2690617,9.2688045,0.08102968878054782,0.02899610173684982
cloud_hetero,prism_cc_cost,30,193.84403333333333,193.733,5.715969736915456,2.0454335011113036,5.0298007,5.0035644999999995,0.1920969354181498,0.0687410055073407
cloud_hetero,prism_cc_time,30,172.44709999999995,172.654,5.568961906297536,1.992827424537873,9.260094533333334,9.253715499999998,0.08183074349796583,0.029282755486019992
cloud_homo,heft_classic,30,138.95963333333336,139.0155,4.183880927983044,1.4971825619523473,10.112735433333334,10.100269,0.05061853109061204,0.018113608719988464
cloud_homo,prism_cc_cost,30,153.3990666666667,153.253,6.406131884338648,2.2924048537448307,5.631388599999999,5.3177915,1.1970040903890182,0.4283424125982518
cloud_homo,prism_cc_time,30,138.9785,139.1845,4.184685121841967,1.4974703390288784,10.10966293333333,10.0982895,0.04936917174745684,0.017666531220800186
cluster_hetero,heft_classic,30,661.2894000000001,654.988,29.93661266582191,10.71267926087881,0.0,0.0,0.0,0.0
cluster_hetero,prism_cc_cost,30,661.2894000000001,654.988,29.93661266582191,10.71267926087881,0.0,0.0,0.0,0.0
cluster_hetero,prism_cc_time,30,661.2894000000001,654.988,29.93661266582191,10.71267926087881,0.0,0.0,0.0,0.0
cluster_homo,heft_classic,30,666.6162,666.3415,27.070680684409123,9.68711867247524,0.0,0.0,0.0,0.0
cluster_homo,prism_cc_cost,30,666.6162,666.3415,27.070680684409123,9.68711867247524,0.0,0.0,0.0,0.0
cluster_homo,prism_cc_time,30,666.6162,666.3415,27.070680684409123,9.68711867247524,0.0,0.0,0.0,0.0
hybrid_hetero,heft_classic,30,248.3645,247.892,9.72509649539929,3.4800810866371563,3.664925333333334,3.6703210000000004,0.0678162961812803,0.024267749920826597
hybrid_hetero,prism_cc_cost,30,278.0841,279.355,14.528192901722331,5.198847061745707,3.2911281666666676,3.4892335,0.6020989538667086,0.21545834353693166
hybrid_hetero,prism_cc_time,30,248.36440000000002,247.87900000000002,9.713058783819388,3.4757734468707615,3.6556463,3.660258,0.06820938306074605,0.024408414254109168
hybrid_homo,heft_classic,30,204.46329999999995,204.4435,7.500207073693092,2.683914632144725,5.613413733333333,5.6063105,0.0643352445574839,0.02302207159534033
hybrid_homo,prism_cc_cost,30,232.59066666666666,233.7575,9.046196485295615,3.2371398380853016,4.9451819666666665,5.1935,0.5173288327171095,0.1851237452669586
hybrid_homo,prism_cc_time,30,204.46523333333332,204.42849999999999,7.512440242155278,2.688292215258172,5.594513299999999,5.6007915,0.06898948455413201,0.024687569988355525
