scenario_id,algorithm,recommendation,makespan_mean,makespan_p95,cost_mean,cost_p95,makespan_cv_percent,strict_feasibility_percent,required_deadline_margin_percent,required_budget_margin_percent,robust_feasible,pareto,frontier_order,extra_cost_from_previous,time_saved_from_previous,seconds_saved_per_extra_dollar
cluster_hetero,prism_cc_time,On-prem heterogêneo · PRISM-CC - Time,735.8372,778.0754,0.0,0.0,3.710241232314379,100.0,0.0,0.0,True,True,1,,,
hybrid_hetero,prism_cc_time,Híbrido heterogêneo · PRISM-CC - Time,352.29083333333335,368.9688,4.0749398999999995,4.20320435,2.8871968450843455,100.0,0.0,0.0,True,True,2,4.20320435,409.10659999999996,97.33207475387199
cloud_hetero,prism_cc_time,Nuvem heterogênea · PRISM-CC - Time,346.90936666666664,362.71855,10.361469999999999,10.57733425,2.311034209912433,100.0,0.0,0.0,True,True,3,6.3741299,6.250249999999994,0.9805652062409325
cloud_homo,prism_cc_time,Nuvem homogênea · PRISM-CC - Time,333.42313333333345,359.26509999999996,11.228066966666665,11.78216635,6.135774691910419,100.0,0.0,0.0,True,True,4,1.2048321000000008,3.453450000000032,2.8663329936179736
cluster_hetero,heft_classic,On-prem heterogêneo · HEFT clássico,17155.12,17155.12,0.0,0.0,0.0,0.0,29.464549287285923,0.0,False,False,,,,
cluster_hetero,prism_cc_cost,On-prem heterogêneo · PRISM-CC - Cost,738.3519000000001,779.57785,0.0,0.0,3.6826476748468386,100.0,0.0,0.0,True,False,,,,
cluster_homo,heft_classic,On-prem homogêneo · HEFT clássico,16393.044999999995,16393.045,0.0,0.0,2.2571590476646015e-14,0.0,23.713397654530887,0.0,False,False,,,,
cluster_homo,prism_cc_cost,On-prem homogêneo · PRISM-CC - Cost,743.3573333333334,784.12425,0.0,0.0,3.4491158743885455,100.0,0.0,0.0,True,False,,,,
cluster_homo,prism_cc_time,On-prem homogêneo · PRISM-CC - Time,740.8228666666666,781.5118,0.0,0.0,3.4491165780977493,100.0,0.0,0.0,True,False,,,,
hybrid_hetero,prism_cc_cost,Híbrido heterogêneo · PRISM-CC - Cost,1605.062033333333,1727.7675499999998,0.0,0.0,4.512048694198163,100.0,0.0,0.0,True,False,,,,
hybrid_homo,prism_cc_cost,Híbrido homogêneo · PRISM-CC - Cost,1737.8857,1855.1970999999999,0.0,0.0,3.9303963179070767,100.0,0.0,0.0,True,False,,,,
hybrid_homo,prism_cc_time,Híbrido homogêneo · PRISM-CC - Time,357.1643000000001,380.63295,6.000857366666667,6.1244441,4.322647576510752,100.0,0.0,0.0,True,False,,,,
cloud_hetero,prism_cc_cost,Nuvem heterogênea · PRISM-CC - Cost,786.5518666666668,1254.38445,8.333797533333334,9.181473449999999,33.16060158206122,100.0,0.0,0.0,True,False,,,,
cloud_homo,prism_cc_cost,Nuvem homogênea · PRISM-CC - Cost,511.77986666666663,977.9137499999997,10.531871666666666,10.95403795,40.74635983929426,100.0,0.0,0.0,True,False,,,,
hybrid_hetero,heft_classic,Híbrido heterogêneo · HEFT clássico,12374.908999999996,12374.909,46.21722,46.21722,2.99005914633578e-14,100.0,0.0,0.0,True,False,,,,
hybrid_homo,heft_classic,Híbrido homogêneo · HEFT clássico,11771.617000000006,11771.617,53.76064799999999,53.760648,4.714948231902583e-14,0.0,0.0,10.075065778664971,False,False,,,,
cloud_hetero,heft_classic,Nuvem heterogênea · HEFT clássico,11116.815,11116.815,90.84211300000003,90.842113,0.0,0.0,0.0,85.9994612406442,False,False,,,,
cloud_homo,heft_classic,Nuvem homogênea · HEFT clássico,10693.44,10693.44,102.21994200000003,102.219942,0.0,0.0,0.0,109.2955955356289,False,False,,,,
