scenario_id,algorithm,recommendation,makespan_mean,makespan_p95,cost_mean,cost_p95,makespan_cv_percent,strict_feasibility_percent,budget_limit,deadline_limit,cost_sla_percent,makespan_sla_percent,required_deadline_margin_percent,required_budget_margin_percent,robust_feasible,pareto,frontier_order,extra_cost_from_previous,time_saved_from_previous,seconds_saved_per_extra_dollar
network_fog_hpc_cloud,heft_classic,Fog–HPC–Cloud · HEFT coalocado,1.197,1.197,0.0,0.0,,100.0,0.0,1.4364,0.0,83.33333333333334,0,0,True,True,1,,,
network_cloud_multiregion,prism_cc_time,Cloud multi-região · PRISM-CC - Time,13.181,13.181,0.021126,0.021126,,100.0,0.025343,15.822,83.36029672887977,83.30805207938313,0,0,True,True,2,83.36029672887977,0.025281253950211635,0.00030327691889624794
