scenario_id,variant,metric,prism_mean,heft_mean,prism_gain_percent,winner
cluster_homo,prism_cc_time,makespan,1475.5989333333337,666.6162,-121.3565966943698,HEFT
cluster_homo,prism_cc_cost,makespan,1475.5989333333337,666.6162,-121.3565966943698,HEFT
cluster_hetero,prism_cc_time,makespan,1524.7043000000003,661.2894000000001,-130.5653621546028,HEFT
cluster_hetero,prism_cc_cost,makespan,1524.7043000000003,661.2894000000001,-130.5653621546028,HEFT
cloud_homo,prism_cc_time,makespan,286.09436666666664,138.95963333333336,-105.88307539671587,HEFT
cloud_homo,prism_cc_cost,makespan,286.09436666666664,138.95963333333336,-105.88307539671587,HEFT
cloud_hetero,prism_cc_time,makespan,361.9500666666666,172.43643333333333,-109.90347554161501,HEFT
cloud_hetero,prism_cc_cost,makespan,362.6332333333333,172.43643333333333,-110.2996601839557,HEFT
hybrid_homo,prism_cc_time,makespan,452.87403333333333,204.46329999999995,-121.4940448155407,HEFT
hybrid_homo,prism_cc_cost,makespan,489.30306666666667,204.46329999999995,-139.31095050635827,HEFT
hybrid_hetero,prism_cc_time,makespan,574.5188999999999,248.3645,-131.32086107314043,HEFT
hybrid_hetero,prism_cc_cost,makespan,582.8996333333332,248.3645,-134.6952295248851,HEFT
cluster_homo,prism_cc_time,budget_used,0.0,0.0,0.0,Empate
cluster_homo,prism_cc_cost,budget_used,0.0,0.0,0.0,Empate
cluster_hetero,prism_cc_time,budget_used,0.0,0.0,0.0,Empate
cluster_hetero,prism_cc_cost,budget_used,0.0,0.0,0.0,Empate
cloud_homo,prism_cc_time,budget_used,10.922597566666667,10.112735433333334,-8.008338976849787,HEFT
cloud_homo,prism_cc_cost,budget_used,10.922597566666667,10.112735433333334,-8.008338976849787,HEFT
cloud_hetero,prism_cc_time,budget_used,9.703618866666668,9.2690617,-4.6882541160198326,HEFT
cloud_hetero,prism_cc_cost,budget_used,9.622655933333334,9.2690617,-3.814779152169568,HEFT
hybrid_homo,prism_cc_time,budget_used,7.004039166666668,5.613413733333333,-24.77325740441297,HEFT
hybrid_homo,prism_cc_cost,budget_used,6.403664000000002,5.613413733333333,-14.077890998378372,HEFT
hybrid_hetero,prism_cc_time,budget_used,4.2304893,3.664925333333334,-15.431800520538104,HEFT
hybrid_hetero,prism_cc_cost,budget_used,3.9594766666666668,3.664925333333334,-8.037035042823955,HEFT
