activity_id,stage,source_machine,source_cores,source_speed_mhz,source_peak_gflops,c3d_reference_gflops,source_speedup_vs_c3d,observed_runtime_seconds,et0_c3d_seconds,avg_cpu_percent
sg1iterdeconid0000001,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,1.291000,2.603125,100.0
sg1iterdeconid0000002,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,2.165000,2.912909,12.0092
sg1iterdeconid0000003,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.484000,0.975920,95.2479
sg1iterdeconid0000004,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.923000,1.241855,78.2232
sg1iterdeconid0000005,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.438000,0.477818,100.0
sg1iterdeconid0000006,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.420000,0.846873,99.7619
sg1iterdeconid0000007,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.646000,0.756995,68.5759
sg1iterdeconid0000008,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.410000,0.743964,53.6585
sg1iterdeconid0000009,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.615000,0.670909,44.5528
sg1iterdeconid0000010,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,3.265000,4.924214,43.3691
sg1iterdeconid0000011,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.196000,0.395207,100.0
sg1iterdeconid0000012,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.147000,0.266738,100.0
sg1iterdeconid0000013,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.325000,0.655318,100.0
sg1iterdeconid0000014,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.332000,0.362182,100.0
sg1iterdeconid0000015,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.230000,0.346882,100.0
sg1iterdeconid0000016,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.247000,0.372521,100.0
sg1iterdeconid0000017,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.324000,0.488651,99.6914
sg1iterdeconid0000018,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.315000,0.635155,100.0
sg1iterdeconid0000019,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.316000,0.476585,99.6835
sg1iterdeconid0000020,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,1.885000,2.842923,40.2653
sg1iterdeconid0000021,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.120000,0.161455,99.1667
sg1iterdeconid0000022,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.190000,0.207273,100.0
sg1iterdeconid0000023,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.281000,0.306545,100.0
sg1iterdeconid0000024,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.318000,0.641204,74.2138
sg1iterdeconid0000025,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.720000,0.785455,100.0
sg1iterdeconid0000026,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.241000,0.324255,100.0
sg1iterdeconid0000027,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.164000,0.220655,100.0
sg1iterdeconid0000028,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.248000,0.270545,91.9355
sg1iterdeconid0000029,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.287000,0.313091,99.6516
sg1iterdeconid0000030,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.397000,0.433091,84.6348
sg1iterdeconid0000031,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.336000,0.677498,100.0
sg1iterdeconid0000032,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.247000,0.269455,100.0
sg1iterdeconid0000033,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.225000,0.453682,100.0
sg1iterdeconid0000034,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.652000,0.764025,99.8466
sg1iterdeconid0000035,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.464000,0.624291,100.0
sg1iterdeconid0000036,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.122000,0.221375,100.0
sg1iterdeconid0000037,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.485000,0.731468,95.0515
sg1iterdeconid0000038,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.713000,1.075334,100.1403
sg1iterdeconid0000039,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.131000,0.237705,100.0
sg1iterdeconid0000040,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.122000,0.245996,100.8197
sg1iterdeconid0000041,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.450000,0.907364,100.0
sg1iterdeconid0000042,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.649000,0.873200,68.8752
sg1iterdeconid0000043,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.455000,0.917445,99.7802
sg1iterdeconid0000044,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.885000,1.784482,52.6554
sg1iterdeconid0000045,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,1.401000,2.824925,34.7609
sg1iterdeconid0000046,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.286000,0.576680,100.0
sg1iterdeconid0000047,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,2.190000,2.946545,61.4155
sg1iterdeconid0000048,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.144000,0.290356,100.0
sg1iterdeconid0000049,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.151000,0.304471,100.6623
sg1iterdeconid0000050,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.837000,1.687696,90.2031
sg1iterdeconid0000051,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.718000,1.082875,71.5877
sg1iterdeconid0000052,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.640000,0.965236,68.5938
sg1iterdeconid0000053,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.243000,0.265091,100.0
sg1iterdeconid0000054,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,1.304000,2.366167,100.0
sg1iterdeconid0000055,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.118000,0.214116,100.0
sg1iterdeconid0000056,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.933000,1.692971,78.4566
sg1iterdeconid0000057,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.312000,0.629105,99.6795
sg1iterdeconid0000058,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.456000,0.919462,99.7807
sg1iterdeconid0000059,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.438000,0.794771,99.7717
sg1iterdeconid0000060,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.401000,0.469899,99.7506
sg1iterdeconid0000061,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.527000,0.956265,91.8406
sg1iterdeconid0000062,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,1.374000,2.493185,53.2751
sg1iterdeconid0000063,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.581000,0.680826,76.0757
sg1iterdeconid0000064,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.687000,1.246593,90.8297
sg1iterdeconid0000065,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.413000,0.450545,100.2421
sg1iterdeconid0000066,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.368000,0.667753,100.0
sg1iterdeconid0000067,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.224000,0.406458,100.0
sg1iterdeconid0000068,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.332000,0.389044,100.0
sg1iterdeconid0000069,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.204000,0.239051,100.0
sg1iterdeconid0000070,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.465000,0.843764,100.0
sg1iterdeconid0000071,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.369000,0.669567,43.6314
sg1iterdeconid0000072,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,1.331000,1.559690,98.7228
sg1iterdeconid0000073,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.268000,1.383273,99.6845
sg1iterdeconid0000074,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.327000,0.383185,99.6942
sg1iterdeconid0000075,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.111000,0.130072,100.0
sg1iterdeconid0000076,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.421000,0.763924,99.7625
sg1iterdeconid0000077,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.108000,0.126556,99.0741
sg1iterdeconid0000078,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.203000,0.237879,100.0
sg1iterdeconid0000079,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.155000,0.181632,100.0
sg1iterdeconid0000080,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.444000,0.520287,99.7748
sg1iterdeconid0000081,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.097000,0.113666,100.0
sg1iterdeconid0000082,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.710000,0.774545,100.0
sg1iterdeconid0000083,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.109000,0.127728,99.0826
sg1iterdeconid0000084,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.299000,0.326182,100.0
sg1iterdeconid0000085,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.228000,0.413716,100.0
sg1iterdeconid0000086,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.240000,0.483927,100.0
sg1iterdeconid0000087,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.106000,0.159867,100.0
sg1iterdeconid0000088,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.410000,0.447273,99.7561
sg1iterdeconid0000089,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.124000,0.187015,100.0
sg1iterdeconid0000090,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.451000,0.818360,99.7783
sg1iterdeconid0000091,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.445000,0.671141,99.7753
sg1iterdeconid0000092,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.229000,0.249818,100.0
sg1iterdeconid0000093,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.259000,0.390619,100.0
sg1iterdeconid0000094,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.137000,0.149455,100.0
sg1iterdeconid0000095,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.717000,1.445733,100.0
sg1iterdeconid0000096,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.272000,0.296727,99.6324
sg1iterdeconid0000097,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.122000,0.183998,100.0
sg1iterdeconid0000098,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.125000,0.252045,100.0
sg1iterdeconid0000099,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.848000,1.538735,85.7311
sg1iterdeconid0000100,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.184000,0.215615,100.0
sg1iterdeconid0000101,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.121000,0.243980,100.0
sg1iterdeconid0000102,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.395000,0.430909,83.2911
sg1iterdeconid0000103,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.102000,0.185084,100.0
sg1iterdeconid0000104,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.118000,0.138275,100.0
sg1iterdeconid0000105,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.453000,0.494182,100.0
sg1iterdeconid0000106,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.464000,0.506182,100.0
sg1iterdeconid0000107,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.476000,0.519273,100.0
sg1iterdeconid0000108,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.151000,0.176945,100.0
sg1iterdeconid0000109,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.126000,0.190031,100.0
sg1iterdeconid0000110,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.453000,0.683206,99.7792
sg1iterdeconid0000111,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.104000,0.113455,100.9615
sg1iterdeconid0000112,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.212000,0.248425,100.0
sg1iterdeconid0000113,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.133000,0.200588,100.0
sg1iterdeconid0000114,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,1.285000,2.591027,100.0
sg1iterdeconid0000115,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.143000,0.167570,100.0
sg1iterdeconid0000116,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.468000,0.943658,99.7863
sg1iterdeconid0000117,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.532000,0.580364,83.4586
sg1iterdeconid0000118,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.429000,0.865020,100.0
sg1iterdeconid0000119,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.230000,0.346882,100.0
sg1iterdeconid0000120,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.307000,1.425818,99.9235
sg1iterdeconid0000121,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.140000,0.211145,100.0
sg1iterdeconid0000122,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.118000,0.237931,100.0
sg1iterdeconid0000123,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.455000,0.533177,100.0
sg1iterdeconid0000124,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.210000,0.246082,100.0
sg1iterdeconid0000125,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.111000,0.223816,100.0
sg1iterdeconid0000126,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.918000,1.851022,100.0
sg1iterdeconid0000127,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.105000,0.211718,100.0
sg1iterdeconid0000128,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.330000,0.665400,100.0
sg1iterdeconid0000129,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.409000,0.479274,99.7555
sg1iterdeconid0000130,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.480000,0.967855,99.7917
sg1iterdeconid0000131,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.449000,0.489818,62.5835
sg1iterdeconid0000132,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.329000,0.496192,43.465
sg1iterdeconid0000133,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.158000,0.318585,100.0
sg1iterdeconid0000134,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,1.201000,1.811326,99.9167
sg1iterdeconid0000135,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.126000,0.137455,100.0
sg1iterdeconid0000136,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.466000,0.939625,99.5708
sg1iterdeconid0000137,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.123000,0.144134,100.0
sg1iterdeconid0000138,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.172000,0.346815,100.0
sg1iterdeconid0000139,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.313000,0.567953,100.0
sg1iterdeconid0000140,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.168000,0.183273,99.4048
sg1iterdeconid0000141,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.321000,0.376154,100.0
sg1iterdeconid0000142,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.187000,0.339320,99.4652
sg1iterdeconid0000143,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.480000,0.723927,99.7917
sg1iterdeconid0000144,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.133000,0.200588,71.4286
sg1iterdeconid0000145,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.664000,0.724364,67.6205
sg1iterdeconid0000146,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.427000,0.774811,100.0
sg1iterdeconid0000147,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.482000,0.726944,100.0
sg1iterdeconid0000148,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.874000,1.762302,100.0
sg1iterdeconid0000149,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.145000,0.218686,99.3103
sg1iterdeconid0000150,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.553000,1.003444,33.9964
sg1iterdeconid0000151,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.235000,0.354423,99.5745
sg1iterdeconid0000152,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.443000,0.803844,99.7743
sg1iterdeconid0000153,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.447000,0.523803,99.7763
sg1iterdeconid0000154,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.482000,0.971887,97.5104
sg1iterdeconid0000155,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.270000,0.407209,99.6296
sg1iterdeconid0000156,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.264000,0.479040,63.2576
sg1iterdeconid0000157,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.261000,0.526271,100.0
sg1iterdeconid0000158,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.457000,0.921478,99.7812
sg1iterdeconid0000159,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.548000,0.994371,80.1095
sg1iterdeconid0000160,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.413000,0.749407,99.7579
sg1iterdeconid0000161,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.102000,0.119525,99.0196
sg1iterdeconid0000162,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.800000,0.872727,95.125
sg1iterdeconid0000163,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.728000,1.097956,98.489
sg1iterdeconid0000164,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.656000,0.989367,100.0
sg1iterdeconid0000165,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.688000,1.387258,100.0
sg1iterdeconid0000166,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.153000,0.179288,94.7712
sg1iterdeconid0000167,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.128000,0.258095,100.0
sg1iterdeconid0000168,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.451000,0.528490,99.7783
sg1iterdeconid0000169,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.338000,0.613316,97.6331
sg1iterdeconid0000170,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.182000,0.366978,100.0
sg1iterdeconid0000171,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.146000,0.264924,100.0
sg1iterdeconid0000172,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.473000,0.858280,99.7886
sg1iterdeconid0000173,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,1.881000,2.836890,68.3679
sg1iterdeconid0000174,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.921000,1.671196,50.38
sg1iterdeconid0000175,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.982000,1.980069,45.8248
sg1iterdeconid0000176,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.119000,0.129818,100.0
sg1iterdeconid0000177,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.735000,0.801818,99.8639
sg1iterdeconid0000178,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.236000,0.276549,100.0
sg1iterdeconid0000179,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.377000,0.411273,99.7347
sg1iterdeconid0000180,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,2.255000,2.460000,58.3149
sg1iterdeconid0000181,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.268000,0.292364,99.6269
sg1iterdeconid0000182,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.408000,0.445091,100.0
sg1iterdeconid0000183,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.452000,0.493091,100.0
sg1iterdeconid0000184,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.722000,0.787636,99.8615
sg1iterdeconid0000185,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.447000,0.901315,99.7763
sg1iterdeconid0000186,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.465000,0.625636,99.7849
sg1iterdeconid0000187,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.104000,0.113455,100.0
sg1iterdeconid0000188,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.907000,1.828842,52.7012
sg1iterdeconid0000189,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,1.821000,2.133881,41.2411
sg1iterdeconid0000190,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.183000,0.332062,100.0
sg1iterdeconid0000191,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.378000,0.685898,75.9259
sg1iterdeconid0000192,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.139000,0.280275,100.0
sg1iterdeconid0000193,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.136000,0.205113,99.2647
sg1iterdeconid0000194,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.236000,0.257455,100.0
sg1iterdeconid0000195,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,1.860000,3.375055,73.4409
sg1iterdeconid0000196,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.113000,0.205044,100.0
sg1iterdeconid0000197,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.498000,0.543273,59.4378
sg1iterdeconid0000198,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.130000,0.141818,100.0
sg1iterdeconid0000199,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.837000,1.518775,100.0
sg1iterdeconid0000200,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.312000,0.340364,99.6795
sg1iterdeconid0000201,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.661000,1.199415,69.5915
sg1iterdeconid0000202,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.295000,0.535291,100.0
sg1iterdeconid0000203,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.898000,0.979636,77.5056
sg1iterdeconid0000204,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.446000,0.486545,99.7758
sg1iterdeconid0000205,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.104000,0.121869,100.0
sg1iterdeconid0000206,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.348000,0.524847,100.2874
sg1iterdeconid0000207,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.442000,0.891233,100.0
sg1iterdeconid0000208,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.222000,0.402829,100.0
sg1iterdeconid0000209,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.415000,0.753036,100.0
sg1iterdeconid0000210,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,3.047000,5.528920,25.4677
sg1iterdeconid0000211,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.713000,1.293771,100.0
sg1iterdeconid0000212,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.369000,0.432401,100.0
sg1iterdeconid0000213,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.457000,0.921478,100.0
sg1iterdeconid0000214,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.452000,0.911396,99.7788
sg1iterdeconid0000215,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.817000,1.099236,26.5606
sg1iterdeconid0000216,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.106000,0.142618,100.0
sg1iterdeconid0000217,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.343000,0.691613,99.7085
