activity_id,stage,source_machine,source_cores,source_speed_mhz,source_peak_gflops,c3d_reference_gflops,source_speedup_vs_c3d,observed_runtime_seconds,et0_c3d_seconds,avg_cpu_percent
sg1iterdeconid0000990,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.508000,0.595284,91.5354
sg1iterdeconid0000991,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.277000,0.558533,88.0866
sg1iterdeconid0000992,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.324000,0.435927,100.0
sg1iterdeconid0000993,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.199000,0.217091,63.8191
sg1iterdeconid0000994,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.452000,0.608145,100.0
sg1iterdeconid0000995,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.234000,0.352915,100.0
sg1iterdeconid0000996,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.478000,0.720911,100.0
sg1iterdeconid0000997,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.447000,0.811102,100.0
sg1iterdeconid0000998,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.170000,0.256391,100.0
sg1iterdeconid0000999,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.198000,0.399240,100.0
sg1iterdeconid0001000,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.344000,0.624204,100.0
sg1iterdeconid0001001,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.577000,0.676139,100.0
sg1iterdeconid0001002,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,1.284000,1.504615,100.0
sg1iterdeconid0001003,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.105000,0.190527,100.0
sg1iterdeconid0001004,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,1.294000,2.609175,100.0
sg1iterdeconid0001005,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.444000,0.669633,100.0
sg1iterdeconid0001006,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.271000,0.546435,100.0
sg1iterdeconid0001007,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.133000,0.155852,100.0
sg1iterdeconid0001008,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.391000,0.458181,99.7442
sg1iterdeconid0001009,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.224000,0.244364,100.0
sg1iterdeconid0001010,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.413000,0.622879,99.7579
sg1iterdeconid0001011,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,1.291000,1.947063,100.0
sg1iterdeconid0001012,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.271000,0.546435,100.0
sg1iterdeconid0001013,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.461000,0.502909,99.5662
sg1iterdeconid0001014,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.190000,0.286555,100.0
sg1iterdeconid0001015,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.374000,0.678640,85.0267
sg1iterdeconid0001016,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.110000,0.165900,100.0
sg1iterdeconid0001017,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.102000,0.185084,99.0196
sg1iterdeconid0001018,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.197000,0.357465,100.0
sg1iterdeconid0001019,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.106000,0.159867,100.0
sg1iterdeconid0001020,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.311000,1.430182,99.9237
sg1iterdeconid0001021,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.222000,0.242182,100.0
sg1iterdeconid0001022,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.291000,0.317455,100.0
sg1iterdeconid0001023,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.396000,0.597240,99.7475
sg1iterdeconid0001024,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.187000,0.251600,99.4652
sg1iterdeconid0001025,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.279000,0.562565,100.0
sg1iterdeconid0001026,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.312000,1.431273,99.9238
sg1iterdeconid0001027,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.309000,0.623056,99.6764
sg1iterdeconid0001028,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,1.261000,2.288142,100.0
sg1iterdeconid0001029,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.339000,0.683547,100.0
sg1iterdeconid0001030,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.494000,0.896385,58.9069
sg1iterdeconid0001031,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.143000,0.156000,100.0
sg1iterdeconid0001032,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.720000,1.085891,100.0
sg1iterdeconid0001033,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.254000,0.383078,100.0
sg1iterdeconid0001034,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.324000,0.488651,100.0
sg1iterdeconid0001035,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,1.214000,1.324364,98.682
sg1iterdeconid0001036,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.598000,1.205785,80.2676
sg1iterdeconid0001037,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.328000,0.441309,100.0
sg1iterdeconid0001038,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.440000,0.515600,99.7727
sg1iterdeconid0001039,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.167000,0.303029,100.0
sg1iterdeconid0001040,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.449000,0.489818,100.0
sg1iterdeconid0001041,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.276000,0.416258,99.6377
sg1iterdeconid0001042,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.192000,0.348393,100.0
sg1iterdeconid0001043,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.270000,0.489927,65.1852
sg1iterdeconid0001044,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.404000,0.440727,99.7525
sg1iterdeconid0001045,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.727000,0.793091,100.0
sg1iterdeconid0001046,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.978000,1.774625,64.3149
sg1iterdeconid0001047,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,2.617000,5.276824,28.3149
sg1iterdeconid0001048,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.485000,0.652545,76.701
sg1iterdeconid0001049,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.437000,0.512085,79.405
sg1iterdeconid0001050,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.507000,0.553091,54.8323
sg1iterdeconid0001051,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.147000,0.160364,100.0
sg1iterdeconid0001052,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.173000,1.279636,83.376
sg1iterdeconid0001053,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.156000,0.170182,100.0
sg1iterdeconid0001054,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.152000,0.229244,100.0
sg1iterdeconid0001055,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.123000,0.144134,100.813
sg1iterdeconid0001056,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.930000,1.402609,19.2473
sg1iterdeconid0001057,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.370000,0.671382,45.1351
sg1iterdeconid0001058,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.255000,0.278182,99.6078
sg1iterdeconid0001059,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,3.269000,5.931749,43.4995
sg1iterdeconid0001060,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.324000,0.653302,99.6914
sg1iterdeconid0001061,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.440000,0.887200,99.7727
sg1iterdeconid0001062,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.162000,0.293956,99.3827
sg1iterdeconid0001063,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.140000,0.282291,95.7143
sg1iterdeconid0001064,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.317000,0.478094,100.0
sg1iterdeconid0001065,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.255000,0.278182,100.0
sg1iterdeconid0001066,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.757000,1.526387,95.9049
sg1iterdeconid0001067,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.200000,0.403273,100.5
sg1iterdeconid0001068,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.281000,0.423799,100.0
sg1iterdeconid0001069,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.307000,0.557065,99.6743
sg1iterdeconid0001070,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.904000,0.986182,70.0221
sg1iterdeconid0001071,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.190000,0.207273,99.4737
sg1iterdeconid0001072,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,1.231000,2.233705,23.2331
sg1iterdeconid0001073,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,1.142000,1.338216,22.5919
sg1iterdeconid0001074,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.690000,1.040645,99.4203
sg1iterdeconid0001075,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.284000,0.428324,100.0
sg1iterdeconid0001076,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.204000,0.307669,100.0
sg1iterdeconid0001077,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.279000,0.304364,100.0
sg1iterdeconid0001078,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.430000,0.469091,66.9767
sg1iterdeconid0001079,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.453000,0.494182,99.7792
sg1iterdeconid0001080,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.655000,0.714545,64.5802
sg1iterdeconid0001081,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.305000,0.410364,100.0
sg1iterdeconid0001082,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.102000,0.153835,100.0
sg1iterdeconid0001083,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,1.277000,2.574896,40.8771
sg1iterdeconid0001084,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.184000,0.247564,93.4783
sg1iterdeconid0001085,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,0.438000,0.477818,100.0
sg1iterdeconid0001086,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,0.460000,0.501818,100.0
sg1iterdeconid0001087,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.656000,1.322735,98.9329
sg1iterdeconid0001088,sg1iterdecon,cc-worker-6,48,1200,460.800000,422.400000,1.090909091,1.303000,1.421455,56.485
sg1iterdeconid0001089,sg1iterdecon,cc-worker-5,48,1200,460.800000,422.400000,1.090909091,1.655000,1.805455,24.1692
sg1iterdeconid0001090,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.210000,0.423436,100.0
sg1iterdeconid0001091,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.326000,0.382013,68.4049
sg1iterdeconid0001092,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.324000,0.488651,99.6914
sg1iterdeconid0001093,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.460000,0.539036,100.0
sg1iterdeconid0001094,sg1iterdecon,compute-3,48,1289,494.976000,422.400000,1.171818182,0.226000,0.264831,100.0
sg1iterdeconid0001095,sg1iterdecon,compute-4,48,1659,637.056000,422.400000,1.508181818,0.281000,0.423799,100.0
sg1iterdeconid0001096,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.118000,0.214116,100.8475
sg1iterdeconid0001097,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.324000,0.653302,99.6914
sg1iterdeconid0001098,sg1iterdecon,cc-worker-4,48,2218,851.712000,422.400000,2.016363636,0.445000,0.897282,99.7753
sg1iterdeconid0001099,sg1iterdecon,compute-5,48,1996,766.464000,422.400000,1.814545455,0.118000,0.214116,100.0
sg1iterdeconid0001100,sg1iterdecon,compute-7,48,1480,568.320000,422.400000,1.345454545,0.277000,0.372691,100.0
wrappersiftstfbymisfitid0001101,wrapper_siftstfbymisfit,compute-3,48,1289,494.976000,422.400000,1.171818182,1.351000,1.583126,29.8298
