scenario_id,homogeneity,machine_id,kind,provider,machine_type,cpu_description,vcpus_or_threads,physical_cores,sockets,memory_gb,bandwidth_gbps,location,flops,speedup,ref_flops,price_per_hour_usd,network_price_per_gb_usd,pricing_model,price_source,network_latency_ms
wfcommons_chameleon_dss20,hetero,compute-3,cluster,Chameleon Cloud,compute-3,48-core Intel x86_64 @ 2.60 GHz,48,48,1,131.795984,1,chameleon-site,998.4,2.363636364,422.4,0,0,wfcommons_observed_cluster,https://github.com/wfcommons/WfInstances,0.5
wfcommons_chameleon_dss20,hetero,compute-4,cluster,Chameleon Cloud,compute-4,48-core Intel x86_64 @ 1.20 GHz,48,48,1,131.795984,1,chameleon-site,460.8,1.090909091,422.4,0,0,wfcommons_observed_cluster,https://github.com/wfcommons/WfInstances,0.5
wfcommons_chameleon_dss20,hetero,compute-5,cluster,Chameleon Cloud,compute-5,48-core Intel x86_64 @ 1.20 GHz,48,48,1,131.795984,1,chameleon-site,460.8,1.090909091,422.4,0,0,wfcommons_observed_cluster,https://github.com/wfcommons/WfInstances,0.5
wfcommons_chameleon_dss20,hetero,compute-6,cluster,Chameleon Cloud,compute-6,48-core Intel x86_64 @ 1.48 GHz,48,48,1,131.795984,1,chameleon-site,568.32,1.345454545,422.4,0,0,wfcommons_observed_cluster,https://github.com/wfcommons/WfInstances,0.5
wfcommons_chameleon_dss20,hetero,compute-7,cluster,Chameleon Cloud,compute-7,48-core Intel x86_64 @ 1.20 GHz,48,48,1,131.795984,1,chameleon-site,460.8,1.090909091,422.4,0,0,wfcommons_observed_cluster,https://github.com/wfcommons/WfInstances,0.5
