scenario_id,interference_seed,algorithm,topology_makespan,uprank_makespan,topology_cost,uprank_cost,makespan_gain_uprank_percent,cost_gain_uprank_percent
cluster_homo,11,prism_cc_time,313.782,292.983,0.0,0.0,6.628487293726211,0.0
cluster_homo,12,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,12,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,13,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,13,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,14,prism_cc_cost,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,14,prism_cc_time,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,15,prism_cc_cost,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,15,prism_cc_time,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,16,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,16,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,17,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,17,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,18,prism_cc_cost,313.782,292.983,0.0,0.0,6.628487293726211,0.0
cluster_homo,18,prism_cc_time,313.782,292.983,0.0,0.0,6.628487293726211,0.0
cluster_homo,19,prism_cc_cost,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,19,prism_cc_time,313.685,292.983,0.0,0.0,6.599614262715781,0.0
cluster_homo,20,prism_cc_cost,314.916,292.983,0.0,0.0,6.964714400030482,0.0
cluster_homo,20,prism_cc_time,314.916,292.983,0.0,0.0,6.964714400030482,0.0
cluster_homo,21,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,21,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,22,prism_cc_cost,314.375,292.983,0.0,0.0,6.804612326043737,0.0
cluster_homo,22,prism_cc_time,314.375,292.983,0.0,0.0,6.804612326043737,0.0
cluster_homo,23,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,23,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,24,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,24,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,25,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,25,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,26,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,26,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,27,prism_cc_cost,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,27,prism_cc_time,292.983,292.983,0.0,0.0,0.0,0.0
cluster_homo,28,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,28,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,29,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,29,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,30,prism_cc_cost,311.833,292.983,0.0,0.0,6.044902239339653,0.0
cluster_homo,30,prism_cc_time,311.833,292.983,0.0,0.0,6.044902239339653,0.0
hybrid_hetero,1,prism_cc_cost,274.757,296.466,0.140712,0.0,-7.901163573630519,100.0
hybrid_hetero,1,prism_cc_time,135.183,110.569,0.293441,0.228579,18.207910758009508,22.103932306664714
hybrid_hetero,2,prism_cc_cost,275.434,318.918,0.152633,0.0,-15.78744817270198,100.0
